latency,type,urevent,urtype,ID,ProblemItem,confidence,confidence_rt,difficulty,fluency,participant,response,response_time,confidence_level,epoch,Subject,ERN_FzCz,Pe_PzCz
15855,response,135,200,85,6 * 9 = 56,74.15,2.58042898448184,easy,low,cnf066,error,1.85019313869998,high,45,cnf066,-16.46787,-6.818123
16213,response,138,200,67,17 * 6 = 104,74.975,2.03046792047098,hard,low,cnf066,error,1.41696002008393,high,46,cnf066,4.721588,-15.70431
16571,response,141,201,79,19 * 8 = 154,81.2083333333333,1.91378551675007,hard,low,cnf066,correct,2.00023124041036,high,47,cnf066,-17.10141,-14.45665
16929,response,144,201,86,7 * 4 = 28,97.6166666666667,1.94797509163618,easy,high,cnf066,correct,0.916808960027993,high,48,cnf066,-0.3742902,-2.715376
17287,response,147,201,89,7 * 8 = 56,98.9916666666667,1.79784526303411,easy,high,cnf066,correct,1.08348033064976,high,49,cnf066,5.435619,4.285293
17645,response,150,200,65,16 * 9 = 144,73.5083333333333,2.0638290704228,hard,high,cnf066,error,1.71699164342135,high,50,cnf066,4.023111,-10.08593
18003,response,153,201,92,8 * 6 = 48,99.3583333333333,2.46401630807668,easy,high,cnf066,correct,1.63359598303214,high,51,cnf066,5.412007,6.571899
18361,response,156,201,70,17 * 9 = 153,60.4,2.58082251017913,hard,high,cnf066,correct,2.33366378396749,med,52,cnf066,1.851567,-8.383677
18719,response,159,201,95,8 * 9 = 74,100,1.94727239012718,easy,low,cnf066,correct,1.51618297537789,high,53,cnf066,17.84926,11.83489
19077,response,162,201,83,6 * 7 = 44,98.35,1.73107581632212,easy,low,cnf066,correct,1.26703898189589,high,54,cnf066,10.28487,-6.894462
19435,response,165,201,69,17 * 8 = 134,82.3083333333333,2.34692915389314,hard,low,cnf066,correct,1.78341663535684,high,55,cnf066,-8.307157,-12.23788
19793,response,168,201,77,19 * 6 = 116,71.675,2.29680740786716,hard,low,cnf066,correct,1.66696675540879,high,56,cnf066,-4.382756,-20.30246
20151,response,171,201,96,9 * 4 = 36,87.7166666666667,2.18063431046903,easy,high,cnf066,correct,1.78355903597549,high,57,cnf066,-5.782699,-0.3547847
20509,response,174,201,84,6 * 8 = 48,99.45,1.79771537100896,easy,high,cnf066,correct,1.03362702857703,high,58,cnf066,4.008061,0.9014121
20867,response,177,201,72,18 * 6 = 106,95.2333333333333,2.18048228882253,hard,low,cnf066,correct,1.91688112262636,high,59,cnf066,-3.258744,-2.558994
21225,response,180,201,88,7 * 7 = 47,99.9083333333333,2.03081814805046,easy,low,cnf066,correct,1.13359341723844,high,60,cnf066,-2.408554,-6.885717
21583,response,183,201,74,18 * 8 = 146,91.9333333333333,1.53066644677892,hard,low,cnf066,correct,1.80020834086463,high,61,cnf066,2.14826,4.708048
21941,response,186,201,78,19 * 7 = 133,58.2916666666667,2.09720593644306,hard,high,cnf066,correct,2.16693179681897,med,62,cnf066,6.161296,9.594864
22299,response,189,201,93,8 * 7 = 54,98.2583333333333,1.84753179037943,easy,low,cnf066,correct,1.33339213207364,high,63,cnf066,-12.99195,-12.29
22657,response,195,201,6,7 * 4 = 28,97.3416666666667,1.813969546929,easy,high,cnf066,correct,1.03347821440548,high,64,cnf066,6.201996,6.621376
23015,response,198,201,19,9 * 8 = 72,96.0583333333333,1.71421066531911,easy,high,cnf066,correct,1.18374338652939,high,65,cnf066,-6.436283,-8.103061
23373,response,201,201,28,17 * 7 = 117,83.5916666666667,2.38109275046736,hard,low,cnf066,correct,1.08373273862526,high,66,cnf066,6.923135,10.34411
23731,response,204,200,31,18 * 4 = 72,85.7,2.53072353545576,hard,high,cnf066,error,1.16700716642663,high,67,cnf066,1.429959,1.280303
24089,response,207,201,22,16 * 6 = 96,91.6583333333333,2.06332649989054,hard,high,cnf066,correct,2.16680158348754,high,68,cnf066,0.840264,-6.001093
24447,response,210,201,24,16 * 8 = 128,66.725,1.8798768944107,hard,high,cnf066,correct,2.41691319504753,high,69,cnf066,-3.402716,15.57044
24805,response,213,201,2,6 * 6 = 36,99.2666666666667,1.86455858405679,easy,high,cnf066,correct,0.833568529225886,high,70,cnf066,2.328705,-3.595393
25163,response,216,200,16,9 * 4 = 36,75.8,1.9977677767165,easy,high,cnf066,error,0.83347776485607,high,71,cnf066,-4.901695,1.784276
25521,response,219,201,10,7 * 9 = 65,98.35,2.01395395956933,easy,low,cnf066,correct,1.36687579890713,high,72,cnf066,-8.388124,-1.194592
25879,response,222,201,15,8 * 9 = 74,98.8083333333333,1.68050089059398,easy,low,cnf066,correct,1.36680716415867,high,73,cnf066,-2.649482,-2.974095
26237,response,225,201,29,17 * 8 = 136,65.7166666666667,1.89679432241246,hard,high,cnf066,correct,2.46676970366389,med,74,cnf066,-6.566305,0.07827612
26595,response,230,201,26,17 * 4 = 68,60.4,2.61485781753436,hard,high,cnf066,correct,1.6171792014502,med,75,cnf066,1.969916,3.967385
26953,response,233,200,7,7 * 6 = 42,98.4416666666667,1.94791960623115,easy,high,cnf066,error,0.967100367881358,high,76,cnf066,18.3386,0.2292121
27311,response,236,201,14,8 * 8 = 64,97.6166666666667,1.94794590584934,easy,high,cnf066,correct,1.01708420366049,high,77,cnf066,11.93512,4.914885
27669,response,239,201,1,6 * 4 = 24,99.5416666666667,2.06438712636009,easy,high,cnf066,correct,0.833757434040308,high,78,cnf066,19.50642,10.20319
28027,response,242,201,13,8 * 7 = 54,97.8,1.73103444324806,easy,low,cnf066,correct,0.850270753260702,high,79,cnf066,20.23417,1.798272
28385,response,245,201,9,7 * 8 = 56,97.1583333333333,1.73111526481807,easy,high,cnf066,correct,1.05023977160454,high,80,cnf066,12.99715,21.22423
28743,response,248,201,8,7 * 7 = 47,98.35,1.94781184429303,easy,low,cnf066,correct,0.900190765038133,high,81,cnf066,-17.09001,-5.136848
29101,response,251,201,12,8 * 6 = 48,97.8916666666667,1.96394831500947,easy,high,cnf066,correct,1.48356365412474,high,82,cnf066,-1.812387,11.30233
29459,response,254,201,3,6 * 7 = 44,99.175,1.86420931806788,easy,low,cnf066,correct,1.0835354947485,high,83,cnf066,6.572176,-3.523015
29817,response,257,201,4,6 * 8 = 48,98.1666666666667,1.79786161985248,easy,high,cnf066,correct,0.966828395612538,high,84,cnf066,-3.814048,4.578479
30175,response,260,201,23,16 * 7 = 114,31.25,2.24767091870308,hard,low,cnf066,correct,1.01683179568499,low,85,cnf066,-5.067191,-19.37487
30533,response,263,201,27,17 * 6 = 102,64.525,1.86399764195085,hard,high,cnf066,correct,1.23364640027285,med,86,cnf066,-8.342692,-8.090773
30891,response,266,200,5,6 * 9 = 56,63.8833333333333,1.94741062121466,easy,low,cnf066,error,1.58347616158426,med,87,cnf066,6.853778,19.0588
31249,response,269,201,30,17 * 9 = 155,90.0083333333333,2.01488309074193,hard,low,cnf066,correct,0.917001713998616,high,88,cnf066,-11.19987,-13.14536
31607,response,272,201,20,9 * 9 = 83,97.8916666666667,1.74755417648703,easy,low,cnf066,correct,1.21699966164306,high,89,cnf066,11.09211,-3.428305
31965,response,275,200,17,9 * 6 = 54,64.8916666666667,2.21418532822281,easy,high,cnf066,error,1.10031629586592,med,90,cnf066,9.869723,12.85999
32323,response,278,201,18,9 * 7 = 65,91.5666666666667,1.79726315336302,easy,low,cnf066,correct,1.13339072139934,high,91,cnf066,-10.6613,-1.638239
32681,response,281,201,25,16 * 9 = 146,86.7083333333333,1.8969559664838,hard,low,cnf066,correct,1.3335781507194,high,92,cnf066,15.24666,2.604899
33039,response,284,201,32,18 * 6 = 108,65.9,2.38106773374602,hard,high,cnf066,correct,1.16679998021573,med,93,cnf066,-4.950279,9.421499
33397,response,287,201,11,8 * 4 = 32,90.65,1.88083553127944,easy,high,cnf066,correct,1.36681871023029,high,94,cnf066,3.703557,-2.234673
33755,response,290,201,54,8 * 8 = 66,96.7,1.94709952082485,easy,low,cnf066,correct,0.950378259178251,high,95,cnf066,-10.41841,-22.36696
34113,response,293,201,50,7 * 9 = 63,98.1666666666667,2.19748278334737,easy,high,cnf066,correct,0.916846163570881,high,96,cnf066,3.427928,12.91135
34471,response,296,200,53,8 * 7 = 56,58.6583333333333,2.23027016315609,easy,high,cnf066,error,1.58357462286949,med,97,cnf066,0.8862988,16.1466
34829,response,299,201,55,8 * 9 = 72,94.6833333333333,2.2310257833451,easy,high,cnf066,correct,1.18355768872425,high,98,cnf066,0.9076508,-6.286793
35187,response,302,201,48,7 * 7 = 49,99.2666666666667,2.21449578693137,easy,high,cnf066,correct,0.816958031617105,high,99,cnf066,7.642117,5.162005
35545,response,305,201,42,6 * 6 = 34,96.0583333333333,2.53112090984359,easy,low,cnf066,correct,0.833580075297505,high,100,cnf066,-11.56217,-7.224689
35903,response,308,201,52,8 * 6 = 46,95.05,1.69762742891908,easy,low,cnf066,correct,0.9501957683824,high,101,cnf066,21.71572,4.594229
36261,response,311,201,33,18 * 7 = 124,69.6583333333333,2.28093777736649,hard,low,cnf066,correct,1.23342285770923,high,102,cnf066,-6.876688,-8.697124
36619,response,314,201,49,7 * 8 = 54,93.5833333333333,1.61419232003391,easy,low,cnf066,correct,1.30018140003085,high,103,cnf066,-2.686713,-6.501732
36977,response,317,201,35,18 * 9 = 164,61.9583333333333,2.18076163716614,hard,low,cnf066,correct,1.10018704505637,med,104,cnf066,1.931863,3.137062
37335,response,320,201,58,9 * 7 = 63,95.6916666666667,1.89853167207912,easy,high,cnf066,correct,0.717182793654501,high,105,cnf066,16.33093,6.141867
37693,response,323,201,47,7 * 6 = 44,98.35,1.79787444928661,easy,low,cnf066,correct,0.966066681779921,high,106,cnf066,-3.420406,10.37566
38051,response,326,201,41,6 * 4 = 26,98.7166666666667,1.64800440520048,easy,low,cnf066,correct,0.900134638883173,high,107,cnf066,13.07908,3.600574
38409,response,329,201,43,6 * 7 = 42,98.9916666666667,1.93136138701811,easy,high,cnf066,correct,0.883594379294664,high,108,cnf066,4.661863,-6.034411
38767,response,332,201,46,7 * 4 = 26,95.6,1.79718008683994,easy,low,cnf066,correct,0.733608234673738,high,109,cnf066,18.71427,10.49198
39125,response,335,201,51,8 * 4 = 34,99.9083333333333,1.78066484304145,easy,low,cnf066,correct,1.00022771256045,high,110,cnf066,3.785809,-5.625026
39483,response,338,201,44,6 * 8 = 46,99.2666666666667,1.89770196471363,easy,low,cnf066,correct,1.03353434009477,high,111,cnf066,-0.05564679,-14.75469
39841,response,341,201,38,19 * 7 = 135,98.7166666666667,1.74744352744892,hard,low,cnf066,correct,1.31688971770927,high,112,cnf066,11.71856,-3.837016
40199,response,344,201,56,9 * 4 = 34,99.6333333333333,1.84769632015377,easy,low,cnf066,correct,0.93350444920361,high,113,cnf066,13.75379,8.796106
40557,response,347,201,45,6 * 9 = 54,88.45,1.78108210209757,easy,high,cnf066,correct,1.15017825691029,high,114,cnf066,-17.00641,-15.22938
40915,response,350,201,37,19 * 6 = 114,66.6333333333333,2.01370379701257,hard,high,cnf066,correct,2.26692063547671,med,115,cnf066,10.44778,14.65371
41273,response,353,201,64,16 * 8 = 126,96.975,1.74750446435064,hard,low,cnf066,correct,1.36681165453047,high,116,cnf066,6.435804,9.066243
41631,response,356,201,61,16 * 4 = 66,98.9916666666667,1.93091045180336,hard,low,cnf066,correct,1.11678246827796,high,117,cnf066,2.329898,1.253127
41989,response,359,200,36,19 * 4 = 76,38.4916666666667,1.81429475871846,hard,high,cnf066,error,1.75047723390162,med,118,cnf066,-1.829175,4.258247
42347,response,362,201,59,9 * 8 = 74,96.7916666666667,1.69796707341447,easy,low,cnf066,correct,1.29939210414886,high,119,cnf066,22.04535,9.466491
42705,response,365,201,39,19 * 8 = 152,49.125,1.8813018607907,hard,high,cnf066,correct,1.13369701011106,med,120,cnf066,8.304106,-3.585372
43063,response,368,201,60,9 * 9 = 81,99.725,1.73143919371068,easy,high,cnf066,correct,0.716652961447835,high,121,cnf066,-4.655363,1.463262
43421,response,371,200,34,18 * 8 = 144,33.175,2.18033764325082,hard,high,cnf066,error,1.4501871089451,low,122,cnf066,1.64204,1.668358
43779,response,374,201,63,16 * 7 = 112,67.4583333333333,1.8804772850126,hard,high,cnf066,correct,1.16698984708637,high,123,cnf066,2.955475,7.768903
44137,response,377,201,40,19 * 9 = 173,99.9083333333333,1.89736649021506,hard,low,cnf066,correct,1.08346557756886,high,124,cnf066,-1.326184,-0.9131943
44495,response,380,201,57,9 * 6 = 56,79.2833333333333,2.01418840745464,easy,low,cnf066,correct,1.15018210560083,high,125,cnf066,-14.82432,-25.70726
44853,response,383,201,62,16 * 6 = 94,30.7,2.24734121700749,hard,low,cnf066,correct,1.53349841944873,low,126,cnf066,-2.905441,-6.011988
103,response,3,201,121,6 * 4 = 26,92.7583333333333,2.83057395089418,easy,low,cnf068,correct,1.60002860845998,high,1,cnf068,-1.671449,-0.007906608
461,response,6,200,107,17 * 6 = 102,33.8166666666667,1.99675782443956,hard,high,cnf068,error,1.96677932562307,med,2,cnf068,23.25187,23.35536
819,response,9,201,122,6 * 6 = 34,98.4416666666667,1.88087113155052,easy,low,cnf068,correct,1.31673320569098,high,3,cnf068,20.21862,28.05857
1177,response,14,200,102,16 * 6 = 96,49.7666666666667,1.64742935122922,hard,high,cnf068,error,1.15016446588561,med,4,cnf068,10.46383,19.00482
1535,response,17,201,125,6 * 9 = 54,100,1.79793249955401,easy,high,cnf068,correct,1.00001956382766,high,5,cnf068,22.03542,24.28353
1893,response,20,200,105,16 * 9 = 146,1.275,2.48061814624816,hard,low,cnf068,error,1.61679818434641,low,6,cnf068,0.5913416,9.097951
2251,response,23,201,100,9 * 9 = 83,99.175,1.78172675287351,easy,low,cnf068,correct,1.01703064283356,high,7,cnf068,8.140995,18.5724
2609,response,26,200,116,19 * 4 = 76,32.625,2.71420136420056,hard,high,cnf068,error,1.56617258442566,low,8,cnf068,15.9876,-7.608441
2967,response,29,200,113,18 * 7 = 124,1.73333333333333,1.64799093501642,hard,low,cnf068,error,1.11648676358163,low,9,cnf068,6.971763,4.429845
3325,response,32,200,126,7 * 4 = 26,1,1.54648700682446,easy,low,cnf068,error,1.2334077837877,low,10,cnf068,-12.61982,2.896629
3683,response,35,201,103,16 * 7 = 114,67,1.86325196409598,hard,low,cnf068,correct,1.88362099928781,high,11,cnf068,-5.419399,27.977
4041,response,38,200,106,17 * 4 = 68,100,3.08054572716355,hard,high,cnf068,error,1.40020968811586,high,12,cnf068,24.50983,26.02015
4399,response,41,201,120,19 * 9 = 173,99.8166666666667,2.59718701429665,hard,low,cnf068,correct,1.65027190791443,high,13,cnf068,10.90267,11.10017
4757,response,44,201,104,16 * 8 = 128,100,4.8306769025512,hard,high,cnf068,correct,1.81697406759486,high,14,cnf068,8.266563,-18.25292
5115,response,51,200,98,9 * 7 = 65,1.36666666666667,2.08058613818139,easy,low,cnf068,error,1.38349720044062,low,15,cnf068,-8.730281,-6.05054
5473,response,54,201,99,9 * 8 = 72,100,2.18097235122696,easy,high,cnf068,correct,1.25061033340171,high,16,cnf068,19.45902,18.46526
5831,response,57,201,108,17 * 7 = 117,79.925,1.7979010688141,hard,low,cnf068,correct,1.03358020354062,high,17,cnf068,2.537096,3.63525
6189,response,60,201,109,17 * 8 = 136,69.75,1.781151057221,hard,high,cnf068,correct,1.06701030954719,high,18,cnf068,6.061775,8.946785
6547,response,63,201,111,18 * 4 = 72,98.625,3.93036233866587,hard,high,cnf068,correct,1.95018069492653,high,19,cnf068,-4.644204,-4.976255
6905,response,66,201,124,6 * 8 = 46,NA,NA,easy,low,cnf068,correct,1.8001246326603,,20,cnf068,22.40735,-4.400421
7263,response,69,200,101,16 * 4 = 64,6.95833333333333,2.66407929779962,hard,high,cnf068,error,1.41684872983024,low,21,cnf068,15.82908,16.14048
7621,response,74,200,127,7 * 6 = 44,1,1.86347101721913,easy,low,cnf068,error,1.96684763906524,low,22,cnf068,3.401265,4.531176
7979,response,77,201,128,7 * 7 = 49,100,1.79775481997058,easy,high,cnf068,correct,0.916927306447178,high,23,cnf068,7.822716,-11.93009
8337,response,80,200,115,18 * 9 = 164,66.9083333333333,2.94706552475691,hard,low,cnf068,error,1.96678349515423,high,24,cnf068,-11.55581,15.67584
8695,response,83,201,123,6 * 7 = 42,100,2.09856932470575,easy,high,cnf068,correct,1.10040353192016,high,25,cnf068,-10.14925,-8.134593
9053,response,86,201,97,9 * 6 = 54,100,1.66431246232241,easy,high,cnf068,correct,0.982893025036901,high,26,cnf068,26.16787,24.58558
9411,response,89,201,119,19 * 8 = 152,79.0083333333333,2.9806521423161,hard,high,cnf068,correct,1.76683372026309,high,27,cnf068,1.777087,23.74468
9769,response,92,200,118,19 * 7 = 135,100,2.1461487095803,hard,low,cnf068,error,1.63359983172268,high,28,cnf068,11.94284,7.436217
10127,response,95,201,27,17 * 6 = 102,49.8583333333333,1.73023520456627,hard,high,cnf068,correct,1.58351977961138,med,29,cnf068,6.067285,-1.182072
10485,response,98,201,14,8 * 8 = 64,87.1666666666667,2.09798496961594,easy,high,cnf068,correct,0.716774835716933,high,30,cnf068,-0.05024136,3.545361
10843,response,101,201,21,16 * 4 = 64,66.9083333333333,2.9973832317628,hard,high,cnf068,correct,1.8667176826857,high,31,cnf068,-1.850081,25.36999
11201,response,104,201,11,8 * 4 = 32,100,2.08126125717536,easy,high,cnf068,correct,1.3669014563784,high,32,cnf068,8.157005,12.76365
11559,response,107,201,10,7 * 9 = 65,100,1.96435466920957,easy,low,cnf068,correct,1.299714429304,high,33,cnf068,42.12809,29.74378
11917,response,113,201,7,7 * 6 = 42,100,1.78044739365578,easy,high,cnf068,correct,1.18376936530694,high,34,cnf068,12.98431,11.95126
12275,response,116,201,18,9 * 7 = 65,100,2.46400604490191,easy,low,cnf068,correct,1.03345929132774,high,35,cnf068,-18.9592,-11.51448
12633,response,119,201,19,9 * 8 = 72,100,1.69793051155284,easy,high,cnf068,correct,0.816758221946657,high,36,cnf068,22.89304,23.49217
12991,response,122,200,13,8 * 7 = 54,67.0916666666667,2.5473882346414,easy,low,cnf068,error,1.40018114354461,high,37,cnf068,1.796636,-4.604547
13349,response,125,201,15,8 * 9 = 74,100,1.9142130385153,easy,low,cnf068,correct,1.2501751142554,high,38,cnf068,6.776001,1.483461
13707,response,128,201,28,17 * 7 = 117,69.9333333333333,1.61411085678264,hard,low,cnf068,correct,1.43353908741847,high,39,cnf068,11.98321,19.57817
14065,response,131,201,25,16 * 9 = 146,90.5583333333333,2.56381977023557,hard,low,cnf068,correct,1.80028563458472,high,40,cnf068,-16.95874,-12.92542
14423,response,134,200,23,16 * 7 = 114,68.2833333333333,1.88049781136215,hard,low,cnf068,error,1.70026696892455,high,41,cnf068,14.89687,7.682791
14781,response,137,201,22,16 * 6 = 96,100,3.44746482325718,hard,high,cnf068,correct,1.66682371357456,high,42,cnf068,-3.855823,-0.1160527
15139,response,140,200,30,17 * 9 = 155,1,1.7310257833451,hard,low,cnf068,error,1.83381420234218,low,43,cnf068,11.32931,13.48791
15497,response,143,201,3,6 * 7 = 44,76.4416666666667,1.54805084597319,easy,low,cnf068,correct,1.09981436608359,high,44,cnf068,6.717795,-3.279417
15855,response,146,201,6,7 * 4 = 28,100,2.41483395593241,easy,high,cnf068,correct,0.900297886691988,high,45,cnf068,46.95465,44.04928
16213,response,149,201,16,9 * 4 = 36,100,2.3469166457653,easy,high,cnf068,correct,1.4336035521701,high,46,cnf068,12.00032,19.85176
16571,response,152,201,31,18 * 4 = 72,80.2,3.26359154423699,hard,high,cnf068,correct,1.66595199191943,high,47,cnf068,23.04342,28.43031
16929,response,155,201,1,6 * 4 = 24,89.275,1.54802358429879,easy,high,cnf068,correct,0.583429015241563,high,48,cnf068,4.591584,-7.610552
17287,response,158,201,26,17 * 4 = 68,100,2.07995303347707,hard,high,cnf068,correct,2.35044458461925,high,49,cnf068,19.10158,26.73935
17645,response,163,201,24,16 * 8 = 128,32.8083333333333,3.41427589999512,hard,high,cnf068,correct,1.36698452336714,low,50,cnf068,-9.238852,-1.626217
18003,response,166,201,8,7 * 7 = 47,100,1.76416403241456,easy,low,cnf068,correct,1.13354338472709,high,51,cnf068,6.454107,16.22477
18361,response,169,201,29,17 * 8 = 136,89.1833333333333,3.21449257945642,hard,high,cnf068,correct,1.0168439829722,high,52,cnf068,2.563886,10.65398
18719,response,172,200,4,6 * 8 = 48,86.3416666666667,2.93189442623407,easy,high,cnf068,error,0.96689863409847,high,53,cnf068,2.565014,2.846909
19077,response,175,201,2,6 * 6 = 36,100,1.51509669143707,easy,high,cnf068,correct,0.56578162452206,high,54,cnf068,-9.734787,2.065881
19435,response,178,200,12,8 * 6 = 48,88.45,2.74743230221793,easy,high,cnf068,error,1.16715598106384,high,55,cnf068,23.85527,24.74605
19793,response,181,201,20,9 * 9 = 83,100,1.79770510829985,easy,low,cnf068,correct,0.783517983276397,high,56,cnf068,-3.712577,13.10772
20151,response,187,201,9,7 * 8 = 56,100,1.79773204866797,easy,high,cnf068,correct,0.983408104162663,high,57,cnf068,22.47526,12.91962
20509,response,190,201,43,6 * 7 = 42,85.425,1.9305486776866,easy,high,cnf068,correct,0.933259417768568,high,58,cnf068,28.34725,11.25669
20867,response,193,201,41,6 * 4 = 26,91.8416666666667,1.44735770253465,easy,low,cnf068,correct,1.05023464001715,high,59,cnf068,-15.00007,-27.80104
21225,response,196,200,33,18 * 7 = 124,75.9833333333333,1.44782306952402,hard,low,cnf068,error,1.28385987272486,high,60,cnf068,11.3654,4.691584
21583,response,199,201,51,8 * 4 = 34,100,1.54744275752455,easy,low,cnf068,correct,0.783835177309811,high,61,cnf068,-3.638157,-7.925924
21941,response,202,200,61,16 * 4 = 66,73.5083333333333,1.63108569430187,hard,low,cnf068,error,1.33353228773922,high,62,cnf068,1.768972,13.06085
22299,response,205,200,49,7 * 8 = 54,80.3833333333333,2.59766072034836,easy,low,cnf068,error,0.650256513152272,high,63,cnf068,1.013315,11.91064
22657,response,211,201,46,7 * 4 = 26,31.525,2.51330706430599,easy,low,cnf068,correct,1.61693930113688,low,64,cnf068,-13.87661,9.846009
23015,response,217,201,54,8 * 8 = 66,84.7833333333333,1.49743326427415,easy,low,cnf068,correct,1.41692185448483,high,65,cnf068,14.12311,-9.623864
23373,response,220,201,47,7 * 6 = 44,76.9,1.84747951198369,easy,low,cnf068,correct,1.2002836461179,high,66,cnf068,10.822,5.643625
23731,response,226,200,38,19 * 7 = 135,100,1.96423953073099,hard,low,cnf068,error,0.800121104344726,high,67,cnf068,-15.07216,-17.92925
24089,response,229,201,63,16 * 7 = 112,38.7666666666667,3.83009992400184,hard,high,cnf068,correct,2.31711165746674,med,68,cnf068,11.79261,13.97371
24447,response,232,201,56,9 * 4 = 34,100,1.7476285835728,easy,low,cnf068,correct,0.983606630936265,high,69,cnf068,-24.77113,-16.46959
24805,response,235,201,48,7 * 7 = 49,100,1.64870261633769,easy,high,cnf068,correct,0.483605668414384,high,70,cnf068,11.36682,8.779563
25163,response,238,201,59,9 * 8 = 74,100,1.74775270326063,easy,low,cnf068,correct,1.01691069314256,high,71,cnf068,15.76584,15.81664
25521,response,247,200,37,19 * 6 = 114,66.0833333333333,3.13023898936808,hard,high,cnf068,error,1.26681928755715,med,72,cnf068,-3.914375,-7.756609
25879,response,250,201,35,18 * 9 = 164,65.9,2.11355312168598,hard,low,cnf068,correct,2.06691441312432,med,73,cnf068,-6.865134,10.18424
26237,response,253,201,36,19 * 4 = 76,1,2.09758053952828,hard,high,cnf068,correct,1.40021930960938,low,74,cnf068,-9.323715,-5.735749
26595,response,256,200,62,16 * 6 = 94,69.5666666666667,2.26414446858689,hard,low,cnf068,error,1.0336158038117,high,75,cnf068,15.45776,17.37094
26953,response,262,201,39,19 * 8 = 152,79.8333333333333,2.2479595686309,hard,high,cnf068,correct,0.950183581095189,high,76,cnf068,4.894088,2.938746
27311,response,265,201,55,8 * 9 = 72,100,1.73137023858726,easy,high,cnf068,correct,0.600101732648909,high,77,cnf068,-6.500047,-0.2999578
27669,response,268,201,53,8 * 7 = 56,1,1.96461701998487,easy,high,cnf068,correct,0.583391170017421,low,78,cnf068,11.44777,-1.134465
28027,response,271,201,42,6 * 6 = 34,61.1333333333333,1.54800786916167,easy,low,cnf068,correct,0.966811397578567,med,79,cnf068,6.885993,1.419406
28385,response,274,201,52,8 * 6 = 46,74.2416666666667,1.78107472555712,easy,low,cnf068,correct,0.917157263960689,high,80,cnf068,-14.84382,-2.544108
28743,response,277,200,57,9 * 6 = 56,1,1.76447641570121,easy,low,cnf068,error,0.750358566641808,low,81,cnf068,-5.638428,-14.3733
29101,response,280,201,58,9 * 7 = 63,100,2.63057863293216,easy,high,cnf068,correct,1.4334563408047,high,82,cnf068,10.94702,26.56473
29459,response,283,200,34,18 * 8 = 144,31.525,2.61330937314779,hard,high,cnf068,error,1.70018261903897,low,83,cnf068,-6.96068,8.788493
29817,response,289,201,66,17 * 4 = 66,32.8083333333333,1.66458892449737,hard,low,cnf068,correct,0.600067736580968,low,84,cnf068,0.8032665,2.894234
30175,response,292,201,86,7 * 4 = 28,100,1.93139249645174,easy,high,cnf068,correct,0.533490080852062,high,85,cnf068,2.66627,-1.268063
30533,response,298,200,74,18 * 8 = 146,33.725,1.56446730718017,hard,low,cnf068,error,0.700081271119416,med,86,cnf068,6.563407,2.792558
30891,response,304,201,71,18 * 4 = 74,28.4083333333333,1.51398474909365,hard,low,cnf068,correct,0.95055048679933,low,87,cnf068,-5.827654,-3.579706
31249,response,307,201,95,8 * 9 = 74,100,1.61432894738391,easy,low,cnf068,correct,1.15026838006452,high,88,cnf068,0.254319,0.139828
31607,response,310,201,96,9 * 4 = 36,100,2.04728528345004,easy,high,cnf068,correct,1.21691402886063,high,89,cnf068,7.968899,4.3614
31965,response,313,201,70,17 * 9 = 153,66.725,2.13019376713783,hard,high,cnf068,correct,1.58346621878445,high,90,cnf068,-14.1836,-6.95009
32323,response,316,201,85,6 * 9 = 56,70.4833333333333,2.36359128775075,easy,low,cnf068,correct,1.41692891018465,high,91,cnf068,11.71193,15.62596
32681,response,319,201,69,17 * 8 = 134,23.1833333333333,2.36402554484084,hard,low,cnf068,correct,1.483463909477,low,92,cnf068,8.18206,28.74797
33039,response,322,201,83,6 * 7 = 44,69.5666666666667,3.56436756253242,easy,low,cnf068,correct,1.03347885562107,high,93,cnf068,3.864769,-9.65252
33397,response,325,200,93,8 * 7 = 54,67.4583333333333,2.29753512563184,easy,low,cnf068,error,0.716877466533333,high,94,cnf068,3.645494,2.225587
33755,response,328,201,92,8 * 6 = 48,100,1.84756931429729,easy,high,cnf068,correct,1.26687060296535,high,95,cnf068,0.6235956,5.399632
34113,response,331,201,72,18 * 6 = 106,1,1.68099704664201,hard,low,cnf068,correct,0.916782660875469,low,96,cnf068,1.965569,15.97981
34471,response,334,201,90,7 * 9 = 65,66.8166666666667,2.06382714631036,easy,low,cnf068,correct,1.50029634684324,high,97,cnf068,-7.906481,2.021568
34829,response,337,201,77,19 * 6 = 116,29.4166666666667,1.84750228375196,hard,low,cnf068,correct,1.48337699426338,low,98,cnf068,13.5618,7.774001
35187,response,340,201,94,8 * 8 = 64,65.4416666666667,1.84862769581378,easy,high,cnf068,correct,0.817032118327916,med,99,cnf068,-5.803783,-18.37064
35545,response,343,201,91,8 * 4 = 32,86.8916666666667,1.73102289671078,easy,high,cnf068,correct,1.30021796282381,high,100,cnf068,18.12202,3.697344
35903,response,346,201,68,17 * 7 = 119,67.4583333333333,1.89796207007021,hard,high,cnf068,correct,1.05033983662724,high,101,cnf068,5.716656,6.063335
36261,response,349,201,80,19 * 9 = 171,67.1833333333333,2.23009152105078,hard,high,cnf068,correct,1.11694250861183,high,102,cnf068,3.061439,12.0801
36619,response,352,201,84,6 * 8 = 48,67.55,1.74723922787234,easy,high,cnf068,correct,0.916910307947546,high,103,cnf068,19.67797,18.33857
